time,us_aqi,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,precipitation,shortwave_radiation
2026-09-09 21:00:00,70,17.1,41.0,247.0,20.5,7.7,27.0,27.3,80,11.5,224,1006.9,0.0,0.0
2026-09-09 22:00:00,70,16.2,36.1,229.0,22.5,8.1,24.0,27.0,85,10.2,233,1007.4,0.0,0.0
2026-09-09 23:00:00,70,15.5,33.2,213.0,23.0,8.2,23.0,26.5,88,9.3,243,1007.6,0.0,0.0
2026-09-10 00:00:00,70,14.7,30.3,197.0,21.0,7.8,24.0,26.2,90,7.9,250,1007.2,0.0,0.0
2026-09-10 01:00:00,70,13.8,29.0,183.0,17.5,7.2,28.0,26.0,91,6.8,259,1007.1,0.0,0.0
2026-09-10 02:00:00,75,19.6,40.5,174.0,29.0,8.3,14.0,25.8,93,6.9,264,1006.8,0.0,0.0
2026-09-10 03:00:00,75,18.7,39.1,164.0,27.2,8.2,14.0,25.8,93,6.5,262,1006.5,0.0,0.0
2026-09-10 04:00:00,76,18.0,38.1,160.0,25.6,8.3,15.0,25.6,93,6.0,245,1006.6,0.0,0.0
2026-09-10 05:00:00,76,17.7,37.0,182.0,24.3,8.8,16.0,25.4,93,5.0,244,1006.7,0.0,0.0
2026-09-10 06:00:00,76,18.2,36.9,262.0,24.0,9.9,17.0,25.3,93,5.3,252,1006.9,0.0,0.0
2026-09-10 07:00:00,76,22.2,38.3,369.0,24.1,11.4,19.0,25.6,91,5.4,244,1007.4,0.0,21.0
2026-09-10 08:00:00,77,20.1,44.8,428.0,22.7,12.2,25.0,26.9,83,5.1,231,1008.1,0.0,161.0
2026-09-10 09:00:00,77,19.0,52.9,392.0,18.3,11.8,38.0,28.2,74,6.5,212,1008.3,0.0,355.0
2026-09-10 10:00:00,77,20.5,59.8,308.0,12.5,10.7,55.0,29.1,69,7.9,210,1008.6,0.0,537.0
2026-09-10 11:00:00,76,21.2,60.1,244.0,7.9,9.7,70.0,30.1,63,8.8,211,1008.5,0.0,705.0
2026-09-10 12:00:00,76,21.7,58.8,227.0,5.7,9.2,82.0,30.4,61,10.4,206,1007.8,0.0,809.0
2026-09-10 13:00:00,76,22.1,58.7,231.0,4.7,8.8,91.0,30.2,64,12.4,199,1006.9,0.0,857.0
2026-09-10 14:00:00,76,24.9,65.7,243.0,4.4,8.8,104.0,30.1,63,12.0,199,1006.8,0.0,843.0
2026-09-10 15:00:00,76,23.5,64.0,265.0,4.9,8.4,95.0,29.7,65,12.2,197,1006.1,0.0,741.0
2026-09-10 16:00:00,75,21.7,61.0,295.0,6.1,8.0,80.0,29.0,71,12.3,198,1005.5,0.0,576.0
2026-09-10 17:00:00,75,19.8,56.8,313.0,8.6,7.9,64.0,28.3,74,10.5,197,1005.6,0.0,369.0
2026-09-10 18:00:00,74,17.9,50.9,308.0,13.5,8.1,48.0,27.6,78,10.0,206,1005.9,0.0,161.0
2026-09-10 19:00:00,74,16.6,44.2,294.0,19.7,8.5,33.0,27.1,81,9.9,215,1006.4,0.0,20.0
2026-09-10 20:00:00,73,15.2,37.3,277.0,25.1,9.0,20.0,27.0,81,9.3,212,1007.0,0.0,0.0
2026-09-10 21:00:00,72,14.9,32.9,260.0,29.0,9.5,13.0,27.0,81,9.8,208,1007.6,0.0,0.0
2026-09-10 22:00:00,71,15.7,31.0,242.0,32.2,10.0,9.0,26.9,81,8.0,222,1008.1,0.0,0.0
2026-09-10 23:00:00,71,16.5,31.0,229.0,34.4,10.3,7.0,26.7,84,6.0,241,1008.1,0.0,0.0
2026-09-11 00:00:00,70,17.3,32.1,220.0,35.4,10.0,6.0,26.5,85,4.9,264,1008.1,0.0,0.0
2026-09-11 01:00:00,70,17.9,32.4,215.0,35.5,9.5,6.0,26.3,86,4.7,288,1008.0,0.0,0.0
2026-09-11 02:00:00,74,27.1,48.5,226.0,38.5,10.7,2.0,25.9,87,3.5,309,1007.7,0.0,0.0
2026-09-11 03:00:00,75,28.1,52.7,251.0,38.6,11.6,1.0,25.7,89,2.8,325,1007.4,0.0,0.0
2026-09-11 04:00:00,75,29.8,58.0,292.0,38.8,13.1,0.0,25.3,91,1.7,13,1007.3,0.0,0.0
2026-09-11 05:00:00,76,31.8,62.6,362.0,39.3,14.9,1.0,25.1,92,2.2,76,1007.4,0.0,0.0
2026-09-11 06:00:00,77,35.2,68.0,508.0,41.8,17.7,2.0,24.8,93,2.5,98,1007.7,0.0,0.0
2026-09-11 07:00:00,79,42.7,72.4,682.0,44.8,21.0,5.0,24.9,93,2.2,355,1008.2,0.0,21.0
2026-09-11 08:00:00,81,40.2,66.6,763.0,43.4,22.3,15.0,26.4,83,2.3,321,1008.9,0.0,163.0
2026-09-11 09:00:00,82,24.1,63.1,662.0,33.7,20.2,39.0,28.2,70,3.7,247,1008.8,0.0,374.0
2026-09-11 10:00:00,83,23.3,62.6,466.0,19.7,16.2,69.0,29.5,64,5.3,215,1008.6,0.0,575.0
2026-09-11 11:00:00,83,25.3,62.9,314.0,9.1,13.0,95.0,30.5,60,8.2,202,1008.5,0.0,742.0
2026-09-11 12:00:00,83,27.3,63.3,262.0,5.1,11.7,112.0,30.8,60,10.8,201,1008.1,0.0,848.0
2026-09-11 13:00:00,83,28.0,62.4,253.0,4.5,11.1,124.0,30.7,59,12.2,202,1007.4,0.0,884.0
2026-09-11 14:00:00,82,27.6,61.9,259.0,4.9,10.6,121.0,30.7,58,12.3,201,1007.0,0.0,847.0
2026-09-11 15:00:00,82,25.6,58.1,279.0,5.5,9.8,109.0,30.1,61,12.1,201,1006.6,0.0,740.0
2026-09-11 16:00:00,82,23.4,54.7,315.0,7.0,9.1,88.0,29.6,65,11.1,209,1006.1,0.0,574.0
2026-09-11 17:00:00,82,21.6,51.7,338.0,9.7,8.6,68.0,28.9,67,9.8,218,1006.0,0.0,369.0
2026-09-11 18:00:00,82,20.3,49.6,338.0,14.4,8.5,51.0,27.9,73,9.7,223,1006.1,0.0,160.0
2026-09-11 19:00:00,82,19.8,47.8,319.0,20.3,8.5,34.0,27.0,80,8.4,227,1006.6,0.0,19.0
2026-09-11 20:00:00,82,18.5,44.6,300.0,25.3,8.7,21.0,26.9,82,7.0,228,1006.9,0.0,0.0
2026-09-11 21:00:00,81,18.3,41.6,276.0,28.8,9.0,14.0,26.7,84,7.1,214,1007.4,0.0,0.0
2026-09-11 22:00:00,81,18.6,40.2,249.0,31.3,9.3,11.0,26.6,85,6.2,244,1007.8,0.0,0.0
2026-09-11 23:00:00,81,19.0,38.9,228.0,32.4,9.4,10.0,26.4,83,7.7,288,1008.3,0.0,0.0
2026-09-12 00:00:00,81,19.3,37.5,220.0,31.5,9.1,10.0,26.1,85,7.5,303,1008.2,0.0,0.0
2026-09-12 01:00:00,80,18.8,36.3,218.0,29.1,8.6,13.0,25.7,86,6.1,315,1008.0,0.0,0.0
2026-09-12 02:00:00,80,18.6,34.5,215.0,30.2,8.6,11.0,25.4,88,4.8,312,1007.6,0.0,0.0
2026-09-12 03:00:00,79,17.6,33.5,198.0,26.1,8.1,13.0,25.1,90,6.4,322,1007.7,0.0,0.0
2026-09-12 04:00:00,79,16.8,32.7,180.0,21.4,7.7,16.0,24.8,92,7.7,323,1007.6,0.0,0.0
2026-09-12 05:00:00,78,16.5,32.4,188.0,18.0,7.6,19.0,24.7,93,7.1,326,1007.3,0.0,0.0
2026-09-12 06:00:00,77,16.6,32.1,254.0,17.4,7.8,20.0,24.5,94,7.8,322,1007.5,0.0,0.0
2026-09-12 07:00:00,76,19.3,34.2,346.0,18.3,8.3,21.0,24.6,92,7.2,321,1007.9,0.0,20.0
2026-09-12 08:00:00,74,20.7,42.8,401.0,18.1,9.0,28.0,25.9,85,4.4,308,1008.5,0.0,154.0
2026-09-12 09:00:00,74,21.1,46.9,383.0,15.7,10.0,47.0,27.9,75,4.0,273,1009.0,0.0,373.0
2026-09-12 10:00:00,73,21.9,47.6,329.0,11.6,10.6,73.0,30.0,66,6.4,248,1008.8,0.0,573.0
2026-09-12 11:00:00,73,23.4,48.2,282.0,8.7,10.8,93.0,31.0,62,9.2,228,1008.8,0.0,734.0
2026-09-12 12:00:00,73,25.0,49.0,258.0,6.9,10.2,108.0,31.2,63,12.3,230,1008.2,0.0,840.0
2026-09-12 13:00:00,73,25.4,48.4,241.0,5.6,9.2,119.0,31.4,61,13.1,236,1007.3,0.0,878.0
2026-09-12 14:00:00,73,24.4,46.1,236.0,5.4,8.2,121.0,31.4,61,13.4,237,1006.4,0.0,844.0
2026-09-12 15:00:00,72,23.1,43.3,248.0,6.2,7.5,109.0,31.5,59,12.9,245,1006.0,0.0,736.0
2026-09-12 16:00:00,72,21.6,40.6,271.0,8.1,6.8,89.0,31.0,62,12.2,253,1005.4,0.0,570.0
2026-09-12 17:00:00,72,20.3,38.4,289.0,10.9,6.4,69.0,30.0,65,12.4,260,1005.4,0.0,366.0
2026-09-12 18:00:00,72,19.4,36.7,298.0,15.7,6.3,51.0,28.7,73,12.3,273,1005.9,0.0,156.0
2026-09-12 19:00:00,72,19.4,36.0,289.0,21.6,6.4,33.0,27.5,81,10.5,266,1006.6,0.0,17.0
2026-09-12 20:00:00,72,18.2,32.2,276.0,25.6,6.6,21.0,27.1,82,9.0,273,1007.3,0.0,0.0
2026-09-12 21:00:00,72,17.8,31.7,248.0,26.7,6.9,17.0,26.8,85,8.7,277,1008.1,0.0,0.0
2026-09-12 22:00:00,72,18.0,30.9,212.0,26.1,7.2,18.0,26.6,87,9.2,282,1008.3,0.0,0.0
2026-09-12 23:00:00,71,18.0,30.5,181.0,23.9,7.2,21.0,26.4,89,12.6,296,1008.2,0.0,0.0
